Context,Answer
What should I do if someone in my house gets sick with COVID-19?,"Most people who get COVID-19 will be able to recover at home. CDC has directions for people who are recovering at home and their caregivers, including:

Stay home when you are sick, except to get medical care.
If you develop emergency warning signs for COVID-19 get medical attention immediately. In adults, emergency warning signs*:
Difficulty breathing or shortness of breath
Persistent pain or pressure in the chest
New confusion or inability to arouse
Bluish lips or face
*This list is not all inclusive. Please consult your medical provider for any other symptom that is severe or concerning.
Use a separate room and bathroom for sick household members (if possible).
Clean hands regularly by handwashing with soap and water or using an alcohol-based hand sanitizer with at least 60% alcohol.
Provide your sick household member with clean disposable facemasks to wear at home, if available, to help prevent spreading COVID-19 to others.
Clean the sick room and bathroom, as needed, to avoid unnecessary contact with the sick person.
Avoid sharing personal items like utensils, food, and drinks."
"How can I prepare in case my child's school, childcare facility, or university is dismissed?","Talk to the school or facility about their emergency operations plan. Understand the plan for continuing education and social services (such as student meal programs) during school dismissals. If your child attends a college or university, encourage them to learn about the schoolâ€™s plan for a COVID-19 outbreak."
How can I prepare for COVID-19 at work?,"Plan for potential changes at your workplace. Talk to your employer about their emergency operations plan, including sick-leave policies and telework options. Learn how businesses and employers can plan for and respond to COVID-19."
Should I use soap and water or a hand sanitizer to protect against COVID-19?,"Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing; going to the bathroom; and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol."
What cleaning products should I use to protect against COVID-19?,"Clean and disinfect frequently touched surfaces such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets, and sinks.  If surfaces are dirty, clean them using detergent or soap and water prior to disinfection. To disinfect, most common EPA-registered household disinfectants will work. See CDCâ€™s recommendations for household cleaning and disinfection."
What should I do if there is an outbreak in my community?,"During an outbreak, stay calm and put your preparedness plan to work. Follow the steps below:

Protect yourself and others.

Stay home if you are sick. Keep away from people who are sick. Limit close contact with others as much as possible (about 6 feet).
Put your household plan into action.

Stay informed about the local COVID-19 situation. Be aware of temporary school dismissals in your area, as this may affect your householdâ€™s daily routine.
Continue practicing everyday preventive actions. Cover coughs and sneezes with a tissue and wash your hands often with soap and water for at least 20 seconds. If soap and water are not available, use a hand sanitizer that contains 60% alcohol. Clean frequently touched surfaces and objects daily using a regular household detergent and water.
Notify your workplace as soon as possible if your regular work schedule changes. Ask to work from home or take leave if you or someone in your household gets sick with COVID-19 symptoms, or if your childâ€™s school is dismissed temporarily. Learn how businesses and employers can plan for and respond to COVID-19.
Stay in touch with others by phone or email. If you have a chronic medical condition and live alone, ask family, friends, and health care providers to check on you during an outbreak. Stay in touch with family and friends, especially those at increased risk of developing severe illness, such as older adults and people with severe chronic medical conditions."
How do I prepare my children in case of COVID-19 outbreak in our community?,"Outbreaks can be stressful for adults and children. Talk with your children about the outbreak, try to stay calm, and reassure them that they are safe. If appropriate, explain to them that most illness from COVID-19 seems to be mild. Children respond differently to stressful situations than adults."
What steps should parents take to protect children during a community outbreak?,"This is a new virus and we are still learning about it, but so far, there does not seem to be a lot of illness in children. Most illness, including serious illness, is happening in adults of working age and older adults. If there cases of COVID-19 that impact your childâ€™s school, the school may dismiss students. Keep track of school dismissals in your community. Read or watch local media sources that report school dismissals. If schools are dismissed temporarily, use alternative childcare arrangements, if needed.

If your child/children become sick with COVID-19, notify their childcare facility or school. Talk with teachers about classroom assignments and activities they can do from home to keep up with their schoolwork.

Discourage children and teens from gathering in other public places while school is dismissed to help slow the spread of COVID-19 in the community."
Will schools be dismissed if there is an outbreak in my community?,"Depending on the situation, public health officials may recommend community actions to reduce exposures to COVID-19, such as school dismissals. Read or watch local media sources that report school dismissals or and watch for communication from your childâ€™s school. If schools are dismissed temporarily, discourage students and staff from gathering or socializing anywhere, like at a friendâ€™s house, a favorite restaurant, or the local shopping mall."
Should I go to work if there is an outbreak in my community?,"Follow the advice of your local health officials. Stay home if you can. Talk to your employer to discuss working from home, taking leave if you or someone in your household gets sick with COVID-19 symptoms, or if your childâ€™s school is dismissed temporarily. Employers should be aware that more employees may need to stay at home to care for sick children or other sick family members than is usual in case of a community outbreak."
What is the risk of my child becoming sick with COVID-19?,"Based on available evidence, children do not appear to be at higher risk for COVID-19 than adults. While some children and infants have been sick with COVID-19, adults make up most of the known cases to date. You can learn more about who is most at risk for health problems if they have COVID-19 infection on CDCâ€™s current Risk Assessment page."
How can I protect my child from COVID-19 infection?,"You can encourage your child to help stop the spread of COVID-19 by teaching them to do the same things everyone should do to stay healthy.

Clean hands often using soap and water or alcohol-based hand sanitizer
Avoid people who are sick (coughing and sneezing)
Clean and disinfect high-touch surfaces daily in household common areas (e.g. tables, hard-backed chairs, doorknobs, light switches, remotes, handles, desks, toilets, sinks)
Launder items including washable plush toys as appropriate in accordance with the manufacturerâ€™s instructions. If possible, launder items using the warmest appropriate water setting for the items and dry items completely. Dirty laundry from an ill person can be washed with other peopleâ€™s items.
You can find additional information on preventing COVID-19 at Prevention for 2019 Novel Coronavirus and at Preventing COVID-19 Spread in Communities. Additional information on how COVID-19 is spread is available at How COVID-19 Spreads."
Are the symptoms of COVID-19 different in children than in adults?,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Itâ€™s not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children."
What about pregnant women?,"There is limited scientific evidence on the severity of illness in pregnant women after COVID-19 infection. That said, current evidence suggests that severity of illness among pregnant women after COVID-19 infection is similar to that in non-pregnant adult COVID-19 cases, and there is no data that suggests infection with COVID-19 during pregnancy has a negative effect on the foetus. At present, there is no evidence of transmission of COVID-19 from mother to baby occurring during pregnancy. ECDC will continue to monitor the emerging scientific literature on this question, and suggests that all pregnant women follow the same precautions for the prevention of COVID-19, including regular handwashing, avoiding individuals who are sick, and self-isolating in case of any symptoms, while consulting a healthcare provider by telephone for advice."
Is there a treatment for the COVID-19Â disease?,"There is no specific treatment for this disease, so healthcare providers treat the clinical symptoms (e.g. fever, difficulty breathing) of patients. Supportive care (e.g. fluid management, oxygen therapy etc.) can be highly effective for patients with symptoms."
When should I be tested for COVID-19?,"Current advice for testing depends on the stage of the outbreak in the country or area where you live. Countries across the EU/EEA might be in different scenarios, even within the same country, and testing approaches will be adapted to the situation at national and local level.

National authorities may decide to only test subgroups of suspected cases based on the national capacity to test, the availability of necessary equipment for testing, the level of community transmission of COVID-19, or any other criteria. As a rational approach, national authorities may consider prioritising testing in the following groups:

hospitalised patients with severe respiratory infections;
cases with acute respiratory infections in hospital or long-term care facilities;
patients with acute respiratory infections or influenza-like illness in certain outpatient clinics or hospitals in order to assess the extent of virus circulation in the population;
elderly people with underlying chronic medical conditions such as lung disease, cancer, heart failure, cerebrovascular disease, renal disease, liver disease, diabetes, and immunocompromising conditions"
Where can I get tested?,"If you are feeling ill with COVID-19 symptoms (such as fever, cough, difficulty breathing, muscle pain or tiredness) it is recommended that you contact healthcare services by telephone or online. If your healthcare provider believes there is a need for a laboratory test for the virus that causes COVID-19, he/she will inform you of the procedure to follow and advise where and how the test can be performed."
How can I avoid getting infected?,"The virus enters your body via your eyes, nose and/or mouth, so it is important to avoid touching your face with unwashed hands.

Washing of hands with soap and water for at least 20 seconds, or cleaning hands with alcohol-based solutions, gels or tissues is recommended in all settings.

It is also recommended to stay 1 metre or more away from people infected with COVID-19 who are showing symptoms, to reduce the risk of infection through respiratory droplets."
What should I do if I have had close contact with someone who has COVID-19?,"Notify public health authorities in your area who will provide guidance on further steps to take. If you develop any symptoms, you should immediately call your healthcare provider for advice, mentioning that you have been in contact with someone with COVID-19."
Are face masks effective in protecting against COVID-19?,"If you are infected, the use of surgical face masks may reduce the risk of you infecting other people, but there is no evidence that face masks will effectively prevent you from being infected with the virus. In fact, it is possible that the use of face masks may even increase the risk of infection due to a false sense of security and increased contact between hands, mouth and eyes."
Is there a vaccine against the virus?Â How long will it take to develop a vaccine?,"There are currently no vaccines against human coronaviruses, including the virus that causes COVID-19. This is why it is very important to prevent infection and to contain further spread of the virus.

The development of vaccines takes time. Several pharmaceutical companies are working on vaccine candidates. It will, however, take months or years before any vaccine can be widely used, as it needs to undergo extensive testing to determine its safety and efficacy. "
Am I protected against COVID-19Â if I had the influenza vaccine this year?,Influenza and the virus that causes COVID-19 are two very different viruses and the seasonal influenza vaccine will not protect against COVID-19.  
How prepared is Europe for COVID-19Â and what is the EU doing?,"The European Centre for Disease Prevention and Control (ECDC) is in continuous contact with the European Commission and the World Health Organization regarding the assessment of this outbreak. To inform the European Commission and the public health authorities in Member States of the ongoing situation, ECDC publishes daily summaries and continuously assesses the risk for EU citizens. ECDC and WHO have developed technical guidance to support the EU Member States in their response. The European Commission is ensuring the coordination of risk management activities at EU level."
Am I at risk of contracting COVID-19Â infection in the EU?,This outbreak is evolving rapidly and the risk assessment is changing accordingly. ECDC is continuously assessing the risk for EU citizens and you can find the latest information in the daily updated ECDC risk assessment.
How many people have been infected in the EU/EEA?,"See the ECDC daily situation update for the latest available information. Given the extensive movement of people and the fact that the virus is transmitted from person to person, further cases are expected in Europe."
How long will this outbreak last?,"Unfortunately, it is not possible to predict how long the outbreak will last and how the epidemic will unfold. We are dealing with a new virus and therefore a lot of uncertainty remains. For instance, it is not known whether transmission within the EU/EEA will naturally decrease during the northern hemisphere summer, as is observed for seasonal influenza.
"
Should schools and day centres be closed?,"The evidence we have to date indicates that COVID-19 does not affect children nearly as much as it affects adults. However, the extent to which children play a role in the transmission of the virus is still unknown. Due to this uncertainty, it is especially important to encourage children to wash their hands carefully to reduce any possible risk of them becoming infected themselves, and then of passing on the virus. If children do become ill, they should be strictly isolated at home.

Depending on local circumstances, local authorities may decide to temporarily close schools and daycare centres to reduce transmission. Wherever this happens, it is important that parents and caregivers are supported, for example by their employers, so they can stay at home and take care of their children.
"
What precautions should I take if I am visiting an area of local or community transmission?,"Travellers visiting areas of local or community COVID-19 transmission should adhere to strict hygiene measures, wash hands with soap and water regularly, and/or use alcohol-based hand sanitisers. Touching the face with unwashed hands should be avoided. Travellers should avoid contact with sick persons, in particular those with respiratory symptoms and fever. It should be emphasised that older people and those with underlying health conditions should take these precautionary measures very seriously."
What if I have recently been in an area of local or community transmission?,"Travellers returning from areas of local or community transmission should monitor their health for 14 days. People with symptoms should contact their healthcare specialist via telephone first, and indicate their exposure and travel history before seeking medical attention in person. Symptomatic people should avoid contact with others until they have received advice from a healthcare specialist."
What is the risk of infection when travelling by plane?,"If it is established that a COVID-19 case has been on an airplane, other passengers who were at risk (as defined by how near they were seated to the infected passenger) will be contacted by public health authorities. Should you have questions about a flight you have taken, please contact your local health authority for advice. The risk of being infected on an airplane cannot be excluded, but is currently considered to be low for an individual traveller. The risk of being infected in an airport is similar to that of any other place where many people gather.
"
Why are people not being checked for COVID-19Â at the airport when arriving from areas of local or community transmission?,"There is evidence that checking people at the airport (known as entry screening) is not very effective in preventing the spread of the virus, especially when people do not have symptoms. It is generally considered more useful to provide those arriving at airports with clear information explaining what to do if they develop symptoms after arrival.
"
Where can I learn more?,"Each EU/EEA country may issue specific advice to travellers to areas with local or community transmission of COVID-19. Consult your local health authority or the Ministry of Foreign Affairs to get advice tailored for residents in your setting. 

For an updated list of areas of presumed community transmission, please refer to WHO situation reports for country classification."
What is the risk of COVID-19 infection from animals or animal products imported from affected areas?,"There is no evidence that any of the animals or animal products authorised for entry into the European Union pose a risk to the health of EU citizens as a result of the presence of COVID-19.

"
What is the risk of COVID-19 infection from food products imported from affected areas?,"There has been no report of transmission of COVID-19 via food and therefore there is no evidence that food items imported into the European Union in accordance with the applicable animal and public health regulations pose a risk for the health of EU citizens in relation to COVID-19. The main mode of transmission is from person to person.

"
What is the risk of COVID-19 infection from contact with pets and other animals in the EU?,"Current research links COVID-19 to certain types of bat as the original source, but does not exclude the involvement of other animals. Several types of coronaviruses can infect animals and can be transmitted to other animals and people. There is no evidence that companion animals (e.g. dogs or cats)â€¯pose a risk of infection to humans. As a general precaution, it is always wise to observe basic principles of hygiene when in contact with animals."
How likely am I to catch COVID-19?,"The risk depends on where you  are - and more specifically, whether there is a COVID-19 outbreak unfolding there. \n\nFor most people in most locations the risk of catching COVID-19 is still low. However, there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher. Governments and health authorities are taking vigorous action every time a new case of COVID-19 is identified. Be sure to comply with any local restrictions on travel, movement or large gatherings. Cooperating with disease control efforts will reduce your risk of catching or spreading COVID-19.\n\nCOVID-19 outbreaks can be contained and transmission stopped, as has been shown in China and some other countries. Unfortunately, new outbreaks can emerge rapidly. It’s important to be aware of the situation where you are or intend to go. WHO publishes daily updates on the COVID-19 situation worldwide. \n\nYou can see these at [https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports/](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports)"
Should I worry about COVID-19?,"Illness due to COVID-19 infection is generally mild, especially for children and young adults. However, it can cause serious illness: about 1 in every 5 people who catch it need hospital care. It is therefore quite normal for people to worry about how the COVID-19 outbreak will affect them and their loved ones. \n\nWe can channel our concerns into actions to protect ourselves, our loved ones and our communities. First and foremost among these actions is regular and thorough hand-washing and good respiratory hygiene. Secondly, keep informed and follow the advice of the local health authorities including any restrictions put in place on travel, movement and gatherings.\n\nLearn more about how to protect yourself at [https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public)"
Who is at risk of developing severe illness?,"While we are still learning about how COVID-2019 affects people, older persons and persons with pre-existing medical conditions (such as high blood pressure, heart disease, lung disease, cancer or diabetes)  appear to develop serious illness more often than others."
Are antibiotics effective in preventing or treating the COVID-19?,"No. Antibiotics do not work against viruses, they only work on bacterial infections. COVID-19 is caused by a virus, so antibiotics do not work. Antibiotics should not be used as a means of prevention or treatment of COVID-19. They should only be used as directed by a physician to treat a bacterial infection."
Are there any medicines or therapies that can prevent or cure COVID-19?,"While some western, traditional or home remedies may provide comfort and alleviate symptoms of COVID-19, there is no evidence that current medicine can prevent or cure the disease. WHO does not recommend self-medication with any medicines, including antibiotics, as a prevention or cure for COVID-19. However, there are several ongoing clinical trials that include both western and traditional medicines. WHO will continue to provide updated information as soon as clinical findings are available."
"Is there a vaccine, drug or treatment for COVID-19?","Not yet. To date, there is no vaccine and no specific antiviral medicine to prevent or treat COVID-2019. However, those affected should receive care to relieve symptoms. People with serious illness should be hospitalized. Most patients recover thanks to supportive care. \n\nPossible vaccines and some specific drug treatments are under investigation. They are being tested through clinical trials. WHO is coordinating efforts to develop vaccines and medicines to prevent and treat COVID-19. \n\nThe most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue, and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. \n(See [Basic protective measures against the new coronavirus](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks))."
Is COVID-19 the same as SARS?,"No. The virus that causes COVID-19 and the one that caused the outbreak of Severe Acute Respiratory Syndrome (SARS) in 2003 are related to each other genetically, but the diseases they cause are quite different. \n\nSARS was more deadly but much less infectious than COVID-19. There have been no outbreaks of SARS anywhere in the world since 2003."
Should I wear a mask to protect myself?,"Only wear a mask if you are ill with COVID-19 symptoms (especially coughing) or looking after someone who may have COVID-19. Disposable face mask can only be used once. If you are not ill or looking after someone who is ill then you are wasting a mask. There is a world-wide shortage of masks, so WHO urges people to use masks wisely.\n\nWHO advises rational use of medical masks to avoid unnecessary wastage of precious resources and mis-use of masks  ([see Advice on the use of masks](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks)). \n\nThe most effective ways to protect yourself and others against COVID-19 are to frequently clean your hands, cover your cough with the bend of elbow or tissue and maintain a distance of at least 1 meter (3 feet) from people who are coughing or sneezing. See [basic protective measures against the new coronavirus](https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/when-and-how-to-use-masks) for more information."
"How to put on, use, take off and dispose of a mask?","1.  Remember, a mask should only be used by health workers, care takers, and individuals with respiratory symptoms, such as fever and cough.\n\n2.  Before touching the mask, clean hands with an alcohol-based hand rub or soap and water\n\n3.  Take the mask and inspect it for tears or holes.\n\n4.  Orient which side is the top side (where the metal strip is).\n\n5.  Ensure the proper side of the mask faces outwards (the coloured side).\n\n6.  Place the mask to your face. Pinch the metal strip or stiff edge of the mask so it moulds to the shape of your nose.\n\n7.  Pull down the mask’s bottom so it covers your mouth and your chin.\n\n8.  After use, take off the mask; remove the elastic loops from behind the ears while keeping the mask away from your face and clothes, to avoid touching potentially contaminated surfaces of the mask. \n\n9.  Discard the mask in a closed bin immediately after use.\n\n10.  Perform hand hygiene after touching or discarding the mask – Use alcohol-based hand rub or, if visibly soiled, wash your hands with soap and water."
What actions can staff and students take to prevent the spread of COVID-19 in my school/childcare program?,"Encourage students and staff to take everyday preventive actions to prevent the spread of respiratory illnesses, such as staying home when sick; appropriately covering coughs and sneezes; cleaning frequently touched surfaces; and washing hands often with soap and water. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. Remember to supervise young children when they use hand sanitizer to prevent swallowing alcohol, especially in childcare facilities."
What steps should my school take if a student or staff member shows symptoms of COVID-19?,You should establish procedures to ensure students and staff who become sick at school or who arrive at school sick are sent home as soon as possible. Keep sick students and staff separate from well students and staff until sick students and staff can be sent home.
Should my school screen students for cases of COVID-19?,"Schools and childcare programs are not expected to screen children, students, or staff to identify cases of COVID-19. The majority of respiratory illnesses are not COVID-19. If a community or school has cases of COVID-19, local health officials will help identify those individuals and will follow up on next steps."
What environmental cleaning procedures should my school take to keep staff and students healthy?,"Perform routine environmental cleaning. Routinely clean frequently touched surfaces (e.g., doorknobs, light switches, countertops) with cleaners that you typically use. Use all cleaning products according to the directions on the label. Provide disposable wipes so that commonly used surfaces (e.g., keyboards, desks, remote controls) can be wiped down by students and staff before each use."
"What resources does CDC have available to share with staff, students, and parents?","Share resources with the school community to help them understand COVID-19 and steps they can take to protect themselves:

CDCâ€™s health communication resources
CDC information on stigma and COVID-19
CDC information on COVID-19 and children
CDC offers several free handwashing resources that include health promotion materials, information on proper handwashing technique, and tips for families to help children develop good handwashing habits.
Other health and education professional organizations may also have helpful resources your school can use or share, such as the American Academy of Pediatricsexternal icon
CDCâ€™s information on helping children cope with emergencies
Stigma prevention and facts about COVID-19"
What actions should my school take if a sick student or staff member attended school before being confirmed as a COVID-19 case?,"Local health officials may recommend temporary school dismissals. Local health officialsâ€™ recommendations for the scope (e.g., a single school, a full district) and duration of school dismissals will be made on a case-by-case basis based on the most up-to-date information about COVID-19 and the specific cases in the impacted community. Dismissals may be 14 days or longer, depending on the situation in your community.
Schools should work with the local health department and other relevant leadership to communicate the possible COVID-19 exposure to the school community. This communication to the school community should align with the communication plan in the schoolâ€™s emergency operations plan. In such a circumstance, it is critical to maintain confidentiality of the student or staff member as required by the Americans with Disabilities Act and the Family Education Rights and Privacy Act.
If a child or staff member has been identified with COVID-19, school and program administrators should seek guidance from local health officials to determine when students and staff should return to schools and what additional steps are needed for the school community. In addition, students and staff who are well but are taking care of or share a home with someone with a case of COVID-19 should follow instructions from local health officials to determine when to return to school."
What should I do if my school experiences increased rates of absenteeism?,"If your school notices a substantial increase in the number of students or staff missing school due to illness, report this to your local health officials."
Should I close our school/childcare program if there's been COVID-19 cases in my school?,"You may need to use temporary school dismissals of 14 days, or possibly longer, if a student or staff member attended school before being confirmed as having COVID-19. Any decision about school dismissal or cancellation of school events should be made in coordination with your local health officials. Schools are not expected to make decisions about dismissal and event cancellation independent of their local health officials. Dismissal and event cancellation decisions should be considered on a case-by-case basis using information from health officials about the local conditions."
"If our school is dismissed, how long should we dismiss school for?","The length (duration), geographic scope, and public health objective of school dismissals may be reassessed and changed as the local outbreak situation evolves. At this time, the recommendation is for at least 14 days. This recommendation may be updated as the situation evolves."
Are there ways for students to keep learning if we decide to dismiss schools?,"Yes, many schools may use e-learning plans and distance learning options for continuity of education, if available. Your school or districtâ€™s emergency operations plan should have recommended strategies for ensuring continuity of education and may provide guidance on how to proceed during a school dismissal. In addition, you may be able to use and/or scale up approaches used in other situations when students have not been able to attend school (e.g. inclement weather, facility damage, power outages)."
"If I make the decision for a school dismissal, what else should I consider?","In the event of a school dismissal, extracurricular group activities and large events, such as performances, field trips, and sporting events should also be cancelled. This may require close coordination with other partners and organizations (e.g., high school athletics associations, music associations). In addition, discourage students and staff from gathering or socializing anywhere, like at a friendâ€™s house, a favorite restaurant, or the local shopping mall.

Ensure continuity of meal programs for your students. Consider ways to distribute food to students who receive free or reduced cost meals. Check with the US Department of Agriculture â€“ Food and Nutrition Service for additional information: https://www.fns.usda.gov/disaster/USDAfoodsPandemicSchools.external icon If there is community spread of COVID-19, design strategies to avoid distribution in settings where people might gather in a group or crowd. Consider options such as â€œgrab-and-goâ€ bagged lunches or meal delivery.

Consider alternatives for providing essential medical and social services for students. Continue providing necessary services for children with special healthcare needs, or work with the state Title V Children and Youth with Special Health Care Needs (CYSHCN) Program."
"If we dismiss school, what do we need to consider when re-opening the building to students?","CDC is currently working on additional guidance to help schools determine when and how to re-open their buildings to students. If you need immediate assistance with this, consult local health officials for guidance."
"What should we do if a child, student, or staff member has recently traveled to an area with COVID-19 or has a family member who has traveled to an area with COVID-19?","Review updated CDC information for travelers, including FAQ for travelers, and consult with state and local health officials. Health officials may use CDCâ€™s Interim US Guidance for Risk Assessment and Public Health Management of Persons with Potential Coronavirus Disease 2019 (COVID-19) Exposure in Travel-associated or Community Settings to make recommendations. Individuals returning from travel to areas with community spread of COVID-19 must follow guidance they have received from health officials."
What is a coronavirus?,"Coronaviruses are a large family of viruses which may cause illness in animals or humans.  In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS). The most recently discovered coronavirus causes coronavirus disease COVID-19."
What is COVID-19?,"COVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in December 2019."
What are the symptoms of COVID-19?,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but donâ€™t develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention."
How does COVID-19 spread?,"People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.

WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    "
Can the virus that causes COVID-19 be transmitted through the air?,Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on â€œHow does COVID-19 spread?â€
Can CoVID-19 be caught from a person who has no symptoms?,"The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  WHO is assessing ongoing research on the period of transmission of COVID-19 and will continue to share updated findings.    "
Can I catch COVID-19 from the feces of someone with the disease?,"The risk of catching COVID-19 from the feces of an infected person appears to be low. While initial investigations suggest the virus may be present in feces in some cases, spread through this route is not a main feature of the outbreak. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share new findings. Because this is a risk, however, it is another reason to clean hands regularly, after using the bathroom and before eating. "
What can I do to protect myself and prevent the spread of disease?,"Protection measures for everyone

Stay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularly for the latest news.

You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions:

Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water.
Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands.
Maintain at least 1 metre (3 feet) distance between yourself and anyone who is coughing or sneezing.
Why? When someone coughs or sneezes they spray small liquid droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease.
Avoid touching eyes, nose and mouth.
Why? Hands touch many surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick.
Make sure you, and the people around you, follow good respiratory hygiene. This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately.
Why? Droplets spread virus. By following good respiratory hygiene you protect the people around you from viruses such as cold, flu and COVID-19.
Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority.
Why? National and local authorities will have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections.
Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places  â€“ especially if you are an older person or have diabetes, heart or lung disease.
Why? You have a higher chance of catching COVID-19 in one of these areas.
 



Protection measures for persons who are in or have recently visited (past 14 days) areas where COVID-19 is spreading

Follow the guidance outlined above (Protection measures for everyone)
Self-isolate by staying at home if you begin to feel unwell, even with mild symptoms such as headache, low grade fever (37.3 C or above) and slight runny nose, until you recover. If it is essential for you to have someone bring you supplies or to go out, e.g. to buy food, then wear a mask to avoid infecting other people.
Why? Avoiding contact with others and visits to medical facilities will allow these facilities to operate more effectively and help protect you and others from possible COVID-19 and other viruses.
If you develop fever, cough and difficulty breathing, seek medical advice promptly as this may be due to a respiratory infection or other serious condition. Call in advance and tell your provider of any recent travel or contact with travelers.
Why? Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also help to prevent possible spread of COVID-19 and other viruses."
How likely am I to catch COVID-19?,"The risk depends on where you  are - and more specifically, whether there is a COVID-19 outbreak unfolding there.

For most people in most locations the risk of catching COVID-19 is still low. However, there are now places around the world (cities or areas) where the disease is spreading. For people living in, or visiting, these areas the risk of catching COVID-19 is higher. Governments and health authorities are taking vigorous action every time a new case of COVID-19 is identified. Be sure to comply with any local restrictions on travel, movement or large gatherings. Cooperating with disease control efforts will reduce your risk of catching or spreading COVID-19.

COVID-19 outbreaks can be contained and transmission stopped, as has been shown in China and some other countries. Unfortunately, new outbreaks can emerge rapidly. Itâ€™s important to be aware of the situation where you are or intend to go. WHO publishes daily updates on the COVID-19 situation worldwide. 

You can see these at https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports/"
